datetime	user	clientip	serverip	host	url	requestmethod	status	requestsize	responsesize	useragent	action	urlcategory	urlsupercategory	appname	appclass	threatname	threatcategory	riskscore	reason	referer	dlpengine	dlpdictionaries	location	department	devicehostname	devicename	deviceostype	deviceosversion	deviceowner	bypassed_traffic	flow_type	ja4_str	df_hostname	df_hosthead	ssldecrypted	is_sslselfsigned	is_sslexpiredca	is_ssluntrustedca	srvcertvalidityperiod	srvocspresult	sha256	bamd5	srcip_country	dstip_country	is_src_cntry_risky	is_dst_cntry_risky	upload_filename	upload_filetype	filetype	unscannabletype	threatseverity	time	tz	ss	mm	hh	dd	mth	yyyy	mon	day	epochtime	company	cloudname	txn_delay_req	txn_delay_resp	throttlereqsize	throttlerespsize	bwthrottle	bwclassname	bwrulename	app_risk_score	app_status	activity	prompt_req	prompt_class	inst_level1_type	inst_level1_id	inst_level1_name	inst_level2_type	inst_level2_id	inst_level2_name	inst_level3_type	inst_level3_id	inst_level3_name	datacenter	datacentercity	datacentercountry	dlpdict	dlpdicthitcount	dlpidentifier	exempt_dlpidentifier	dlpmd5	dlprulename	trig_dlprulename	other_dlprulenames	all_dlprulenames	dlp_policy_action	dlp_confirm_justification_msg	extranet_name	ft_rulename	fileclass	filename	filesubtype	upload_fileclass	upload_filesubtype	upload_doctypename	upload_doc_sub_type	rdr_rulename	fwd_type	fwd_gw_name	fwd_gw_ip	zpa_app_seg_name	reqdatasize	reqhdrsize	respdatasize	resphdrsize	totalsize	reqversion	respversion	refererhost	uaclass	ua_token	contenttype	mobappname	mobappcat	mobdevtype	cintip	cpubip	clt_sport	srv_dport	proto	alpnprotocol	trafficredirectmethod	userlocationname	ruletype	rulelabel	urlfilterrulelabel	apprulelabel	ssl_rulename	externalspr	keyprotectiontype	clientsslcipher	clienttlsversion	clientsslsessreuse	cltsslfailreason	cltsslfailcount	client_tls_keyex_pqc_offers	client_tls_keyex_non_pqc_offers	client_tls_keyex_hybrid_offers	client_tls_keyex_unknown_offers	client_tls_sig_pqc_offers	client_tls_sig_non_pqc_offers	client_tls_sig_hybrid_offers	client_tls_sig_unknown_offers	client_tls_keyex_alg	client_tls_sig_alg	srvsslcipher	srvtlsversion	serversslsessreuse	srvcertchainvalpass	srvwildcardcert	srvcertvalidationtype	server_tls_keyex_alg	server_tls_sig_alg	malwareclass	ai_ml_detect_src	urlclass	urlcatmethod	devicemodel	devicetype	deviceappversion	ztunnelversion	external_devid	bypassed_etime	recordid	pcapid	productversion	nsssvcip	eedone
2026-02-26T16:28:00Z	svc-backup-s3@corp.example	203.0.113.200	151.101.126.173	box.com	/api/v2/batch?page=988111	PUT	204	22839	512	rclone/v1.68.1	Allowed	File Host	Internet Services	Box	File Share	None	None	10	None	None	None	None	US-CA	IT	None	None	None	None	None	0	Direct	t13d190900_d3e887e2da65_9700dbdd5289	None	None	Yes	No	No	Pass	Short (0-3 months)	Good	None	None	United States	United States	No	No	None	None	None	None	Low	Thu Feb 26 16:28:00 2026	GMT	00	28	16	26	02	2026	Feb	Thu	1772123280	Northwind Trading	corp.zscaler.net	17	28	0	0	No	None	None	1	Sanctioned	View	None	None	None	None	None	None	None	None	None	None	None	US Client Node DC	San Jose	United States	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Direct	None	None	None	22415	424	0	512	23351	1.1	1.1	None	Other	rclone (0.x)	application/json	None	None	None	203.0.113.200	203.0.113.200	36245	443	HTTP	h2	PAC	None	None	None	None	None	SSL_Inspection_1	Inspected	Software Protection	TLS_CHACHA20_POLY1305_SHA256	TLS1_3	Yes	None	0	0	1	0	0	0	1	0	0	X25519	ecdsa_secp256r1_sha256	TLS_CHACHA20_POLY1305_SHA256	TLS1_3	No	Pass	No	DV	X25519	ecdsa_secp256r1_sha256	None	None	General Surfing	Database B	None	None	None	None	None	None	580470164708	None	6.1.245.10021_01	10.10.102.30	No
2026-02-26T16:38:49Z	jnelan@corp.example	203.0.113.13	142.250.163.150	pipedrive.com	/assets/bundle.200326.js	GET	200	512	166967	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	Allowed	Government	Government and Politics	General Browsing	General Browsing	None	None	0	None	None	None	None	US-CA	Engineering	DESKTOP-JNELAN	DESKTOP-JNELAN:000000000000000096CA82B96D65A9FB	Windows OS	Version 11.0.26100	jnelan	0	ZIA	t13d190900_4f2f7f80919a_a569c53c8137	None	None	Yes	No	No	Pass	Long (More than 12 months)	Good	None	None	United States	United States	No	No	None	None	None	None	None	Thu Feb 26 16:38:49 2026	GMT	49	38	16	26	02	2026	Feb	Thu	1772123929	Northwind Trading	corp.zscaler.net	20	8	0	0	No	None	None	None	N/A	None	None	None	None	None	None	None	None	None	None	None	None	US Client Node DC	San Jose	United States	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Direct	None	None	None	82	430	166664	303	167479	1.1	1.1	None	Chrome	Google Chrome (0.x)	application/javascript	None	None	None	203.0.113.13	203.0.113.13	28664	443	HTTP	h2	Zscaler Client Connector	None	None	None	None	None	SSL_Inspection_1	Inspected	Software Protection	TLS_AES_256_GCM_SHA384	TLS1_3	No	None	0	0	1	0	0	0	1	0	0	secp256r1	rsa_pss_rsae_sha256	TLS_AES_256_GCM_SHA384	TLS1_3	No	Pass	No	OV	secp256r1	ecdsa_secp256r1_sha256	None	None	General Surfing	Database B	5397NR6	Zscaler Client Connector	4.1.0.220	ZTUNNEL_2_0	None	None	806313747401	None	6.1.245.10021_01	10.10.102.30	No
2026-02-26T16:38:51Z	jnelan@corp.example	203.0.113.13	142.250.163.150	pipedrive.com	/api/v2/sync?cursor=836441	PUT	200	12844	217	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	Allowed	Government	Government and Politics	General Browsing	General Browsing	None	None	0	None	None	None	None	US-CA	Engineering	DESKTOP-JNELAN	DESKTOP-JNELAN:000000000000000096CA82B96D65A9FB	Windows OS	Version 11.0.26100	jnelan	0	ZIA	t13d190900_4f2f7f80919a_a569c53c8137	None	None	Yes	No	No	Pass	Long (More than 12 months)	Good	None	None	United States	United States	No	No	None	None	None	None	None	Thu Feb 26 16:38:51 2026	GMT	51	38	16	26	02	2026	Feb	Thu	1772123931	Northwind Trading	corp.zscaler.net	7	45	0	0	No	None	None	None	N/A	None	None	None	None	None	None	None	None	None	None	None	None	US Client Node DC	San Jose	United States	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Direct	None	None	None	12279	565	0	217	13061	1.1	1.1	None	Chrome	Google Chrome (0.x)	application/json	None	None	None	203.0.113.13	203.0.113.13	64098	443	HTTP	h2	Zscaler Client Connector	None	None	None	None	None	SSL_Inspection_1	Inspected	Software Protection	ECDHE-RSA-AES128-GCM-SHA256	TLS1_2	Yes	None	0	0	1	0	0	0	1	0	0	secp256r1	ecdsa_secp256r1_sha256	ECDHE-RSA-AES256-GCM-SHA384	TLS1_2	No	Pass	No	DV	X25519	rsa_pss_rsae_sha256	None	None	General Surfing	Database B	5397NR6	Zscaler Client Connector	4.1.0.220	ZTUNNEL_2_0	None	None	567741409067	None	6.1.245.10021_01	10.10.102.30	No
2026-02-26T16:38:51Z	jnelan@corp.example	203.0.113.13	142.250.163.150	pipedrive.com	/251805	GET	200	315	9436	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	Allowed	Government	Government and Politics	General Browsing	General Browsing	None	None	0	None	None	None	None	US-CA	Engineering	DESKTOP-JNELAN	DESKTOP-JNELAN:000000000000000096CA82B96D65A9FB	Windows OS	Version 11.0.26100	jnelan	0	ZIA	t13d190900_4f2f7f80919a_a569c53c8137	None	None	No	None	None	None	None	None	None	None	United States	United States	No	No	None	None	None	None	None	Thu Feb 26 16:38:51 2026	GMT	51	38	16	26	02	2026	Feb	Thu	1772123931	Northwind Trading	corp.zscaler.net	11	23	0	0	No	None	None	None	N/A	None	None	None	None	None	None	None	None	None	None	None	None	US Client Node DC	San Jose	United States	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Direct	None	None	None	118	197	9103	333	9751	1.1	1.1	None	Chrome	Google Chrome (0.x)	text/html	None	None	None	203.0.113.13	203.0.113.13	5294	443	HTTP	h2	Zscaler Client Connector	None	None	None	None	None	SSL_Bypass_1	Not inspected because of trusted cert-pinned application	None	TLS_CHACHA20_POLY1305_SHA256	TLS1_3	No	None	0	0	1	0	0	0	1	0	0	X25519	rsa_pss_rsae_sha256	TLS_AES_128_GCM_SHA256	TLS1_3	No	Pass	No	DV	secp256r1	rsa_pss_rsae_sha256	None	None	General Surfing	Database A	5397NR6	Zscaler Client Connector	4.1.0.220	ZTUNNEL_2_0	None	None	226473319510	None	6.1.245.10021_01	10.10.102.30	No
2026-02-26T16:38:53Z	jnelan@corp.example	203.0.113.13	142.250.163.150	pipedrive.com	/assets/bundle.862729.js	GET	200	265	14482	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	Allowed	Government	Government and Politics	General Browsing	General Browsing	None	None	0	None	https://pipedrive.com/	None	None	US-CA	Engineering	DESKTOP-JNELAN	DESKTOP-JNELAN:000000000000000096CA82B96D65A9FB	Windows OS	Version 11.0.26100	jnelan	0	ZIA	t13d190900_4f2f7f80919a_a569c53c8137	None	None	Yes	No	No	Pass	Long (More than 12 months)	Good	None	None	United States	United States	No	No	None	None	None	None	None	Thu Feb 26 16:38:53 2026	GMT	53	38	16	26	02	2026	Feb	Thu	1772123933	Northwind Trading	corp.zscaler.net	11	37	0	0	No	None	None	None	N/A	None	None	None	None	None	None	None	None	None	None	None	None	US Client Node DC	San Jose	United States	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Direct	None	None	None	0	265	13723	759	14747	1.1	1.1	pipedrive.com	Chrome	Google Chrome (0.x)	application/javascript	None	None	None	203.0.113.13	203.0.113.13	37367	443	HTTP	h2	Zscaler Client Connector	None	None	None	None	None	SSL_Inspection_1	Inspected	Software Protection	ECDHE-RSA-AES256-GCM-SHA384	TLS1_1	No	None	0	0	1	0	0	0	1	0	0	X25519	rsa_pss_rsae_sha256	ECDHE-RSA-AES128-GCM-SHA256	TLS1_1	Yes	Pass	Yes	DV	X25519	rsa_pss_rsae_sha256	None	None	General Surfing	Database B	5397NR6	Zscaler Client Connector	4.1.0.220	ZTUNNEL_2_0	None	None	404365630887	None	6.1.245.10021_01	10.10.102.30	No
2026-02-26T17:29:02Z	svc-backup-s3@corp.example	203.0.113.200	151.101.126.173	box.com	/v1/metrics/204182	GET	201	792	1854	rclone/v1.68.1	Allowed	File Host	Internet Services	Box	File Share	None	None	10	None	None	None	None	US-CA	IT	None	None	None	None	None	0	Direct	t13d190900_d3e887e2da65_9700dbdd5289	None	None	Yes	No	No	Pass	Short (0-3 months)	Good	None	None	United States	United States	No	No	None	None	None	None	Low	Thu Feb 26 17:29:02 2026	GMT	02	29	17	26	02	2026	Feb	Thu	1772126942	Northwind Trading	corp.zscaler.net	15	36	0	0	No	None	None	1	Sanctioned	View	None	None	None	None	None	None	None	None	None	None	None	US Client Node DC	San Jose	United States	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Direct	None	None	None	290	502	1290	564	2646	1.1	1.1	None	Other	rclone (0.x)	text/html	None	None	None	203.0.113.200	203.0.113.200	16185	443	HTTP	h2	PAC	None	None	None	None	None	SSL_Inspection_1	Inspected	Software Protection	TLS_CHACHA20_POLY1305_SHA256	TLS1_3	No	None	0	0	1	0	0	0	1	0	0	X25519	ecdsa_secp256r1_sha256	TLS_CHACHA20_POLY1305_SHA256	TLS1_3	Yes	Pass	No	DV	X25519	rsa_pss_rsae_sha256	None	None	General Surfing	Database A	None	None	None	None	None	None	703893001693	None	6.1.245.10021_01	10.10.102.30	No
2026-02-26T19:28:08Z	fwooster@corp.example	203.0.113.10	104.16.249.94	google.com	/static/media/76850.webp	GET	404	792	55364	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0	Allowed	Web-based Productivity Apps	Business and Economy	Google Workspace	Office	None	None	0	None	https://google.com/	None	None	US-CA	Sales	DESKTOP-FWOOSTER	DESKTOP-FWOOSTER:0000000000000000029628379954ACA7	Windows OS	Version 11.0.26100	fwooster	0	ZIA	t13d190900_26fe2a6a13d6_b2d11aad9eda	None	None	Yes	No	No	Pass	Medium (3-12 months)	Good	None	None	United States	United States	No	No	None	None	None	None	None	Thu Feb 26 19:28:08 2026	GMT	08	28	19	26	02	2026	Feb	Thu	1772134088	Northwind Trading	corp.zscaler.net	8	33	0	0	No	None	None	1	Sanctioned	View	None	None	None	None	None	None	None	None	None	None	None	US Client Node DC	San Jose	United States	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Direct	None	None	None	279	513	54938	426	56156	1.1	1.1	google.com	Edge	Microsoft Edge (0.x)	image/webp	None	None	None	203.0.113.10	203.0.113.10	6279	443	HTTP	h2	Zscaler Client Connector	None	None	None	None	None	SSL_Inspection_1	Inspected	Software Protection	TLS_CHACHA20_POLY1305_SHA256	TLS1_3	Yes	None	0	0	1	0	0	0	1	0	0	X25519	rsa_pss_rsae_sha256	TLS_AES_256_GCM_SHA384	TLS1_3	No	Pass	No	DV	secp256r1	rsa_pss_rsae_sha256	None	None	General Surfing	Database A	5397NR6	Zscaler Client Connector	4.1.0.220	ZTUNNEL_2_0	None	None	150212605630	None	6.1.245.10021_01	10.10.102.30	No
2026-02-26T19:28:10Z	fwooster@corp.example	203.0.113.10	104.16.249.94	google.com	/v1/e/799595	GET	200	354	354	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0	Allowed	Web-based Productivity Apps	Business and Economy	Google Workspace	Office	None	None	0	None	None	None	None	US-CA	Sales	DESKTOP-FWOOSTER	DESKTOP-FWOOSTER:0000000000000000029628379954ACA7	Windows OS	Version 11.0.26100	fwooster	0	ZIA	t13d190900_26fe2a6a13d6_b2d11aad9eda	None	None	Yes	No	No	Pass	Medium (3-12 months)	Good	None	None	United States	United States	No	No	None	None	None	None	None	Thu Feb 26 19:28:10 2026	GMT	10	28	19	26	02	2026	Feb	Thu	1772134090	Northwind Trading	corp.zscaler.net	15	18	0	0	No	None	None	1	Sanctioned	View	None	None	None	None	None	None	None	None	None	None	None	US Client Node DC	San Jose	United States	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Direct	None	None	None	0	354	0	354	708	1.1	1.1	None	Edge	Microsoft Edge (0.x)	text/html	None	None	None	203.0.113.10	203.0.113.10	43210	443	HTTP	h2	Zscaler Client Connector	None	None	None	None	None	SSL_Inspection_1	Inspected	Software Protection	ECDHE-RSA-AES256-GCM-SHA384	TLS1_2	Yes	None	0	0	1	0	0	0	1	0	0	secp256r1	rsa_pss_rsae_sha256	ECDHE-RSA-AES256-GCM-SHA384	TLS1_2	Yes	Pass	No	DV	X25519	rsa_pss_rsae_sha256	None	None	General Surfing	Database B	5397NR6	Zscaler Client Connector	4.1.0.220	ZTUNNEL_2_0	None	None	707518629074	None	6.1.245.10021_01	10.10.102.30	No
2026-02-26T19:28:25Z	svc-backup-s3@corp.example	203.0.113.200	151.101.126.173	box.com	/sync/records/635105	POST	200	8381	1036	rclone/v1.68.1	Allowed	File Host	Internet Services	Box	File Share	None	None	10	None	None	None	None	US-CA	IT	None	None	None	None	None	0	Direct	t13d190900_d3e887e2da65_9700dbdd5289	None	None	Yes	No	No	Pass	Short (0-3 months)	Good	None	None	United States	United States	No	No	None	None	None	None	Low	Thu Feb 26 19:28:25 2026	GMT	25	28	19	26	02	2026	Feb	Thu	1772134105	Northwind Trading	corp.zscaler.net	16	26	0	0	No	None	None	1	Sanctioned	Upload	None	None	None	None	None	None	None	None	None	None	None	US Client Node DC	San Jose	United States	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Direct	None	None	None	7874	507	211	825	9417	1.1	1.1	None	Other	rclone (0.x)	text/html	None	None	None	203.0.113.200	203.0.113.200	37583	443	HTTP	h2	PAC	None	None	None	None	None	SSL_Inspection_1	Inspected	Software Protection	ECDHE-RSA-AES256-GCM-SHA384	TLS1_2	No	None	0	0	1	0	0	0	1	0	0	secp256r1	rsa_pss_rsae_sha256	ECDHE-ECDSA-AES128-GCM-SHA256	TLS1_2	No	Pass	No	DV	X25519	ecdsa_secp256r1_sha256	None	None	General Surfing	Database B	None	None	None	None	None	None	160638303648	None	6.1.245.10021_01	10.10.102.30	No
2026-02-26T20:39:11Z	jforrest@corp.example	198.51.100.10	142.250.186.73	youtube.com	/613360	GET	200	453	10132	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	Allowed	Content Delivery Networks	Internet Services	General Browsing	CDN	None	None	0	None	None	None	None	US-NY	Finance	DESKTOP-JFORREST	DESKTOP-JFORREST:000000000000000033D3DF4375691651	Windows OS	Version 10.0.22631	jforrest	0	ZPA	t13d190900_4f2f7f80919a_a569c53c8137	None	None	Yes	No	No	Pass	Long (More than 12 months)	Good	None	None	United States	Germany	No	No	None	None	None	None	None	Thu Feb 26 20:39:11 2026	GMT	11	39	20	26	02	2026	Feb	Thu	1772138351	Northwind Trading	corp.zscaler.net	13	36	0	0	No	None	None	None	N/A	None	None	None	None	None	None	None	None	None	None	None	None	US Client Node DC	San Jose	United States	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	ZPA	None	None	ZPA_General_Browsing_segment	94	359	9265	867	10585	1.1	1.1	None	Chrome	Google Chrome (0.x)	text/html	None	None	None	198.51.100.10	198.51.100.10	36606	443	HTTP	h2	Zscaler Client Connector	None	None	None	None	None	SSL_Inspection_1	Inspected	Software Protection	TLS_AES_128_GCM_SHA256	TLS1_3	Yes	None	0	0	1	1	0	0	1	0	0	X25519MLKEM768	ecdsa_secp256r1_sha256	TLS_CHACHA20_POLY1305_SHA256	TLS1_3	No	Pass	No	DV	secp256r1	ecdsa_secp256r1_sha256	None	None	General Surfing	Database A	21HH0028US	Zscaler Client Connector	4.3.1.88	ZTUNNEL_2_0	None	None	384317782903	None	6.1.245.10021_01	10.10.102.30	No
2026-02-26T20:39:12Z	jforrest@corp.example	198.51.100.10	142.250.186.73	youtube.com	/assets/bundle.244162.js	GET	200	1051	45273	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	Allowed	Content Delivery Networks	Internet Services	General Browsing	CDN	None	None	0	None	https://youtube.com/	None	None	US-NY	Finance	DESKTOP-JFORREST	DESKTOP-JFORREST:000000000000000033D3DF4375691651	Windows OS	Version 10.0.22631	jforrest	0	ZIA	t13d190900_4f2f7f80919a_a569c53c8137	None	None	Yes	No	No	Pass	Long (More than 12 months)	Good	None	None	United States	Germany	No	No	None	None	None	None	None	Thu Feb 26 20:39:12 2026	GMT	12	39	20	26	02	2026	Feb	Thu	1772138352	Northwind Trading	corp.zscaler.net	28	36	0	0	No	None	None	None	N/A	None	None	None	None	None	None	None	None	None	None	None	None	US Client Node DC	San Jose	United States	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Direct	None	None	None	526	525	44427	846	46324	1.1	1.1	youtube.com	Chrome	Google Chrome (0.x)	application/javascript	None	None	None	198.51.100.10	198.51.100.10	44754	443	HTTP	h2	Zscaler Client Connector	None	None	None	None	None	SSL_Inspection_1	Inspected	Software Protection	ECDHE-RSA-AES128-GCM-SHA256	TLS1_2	Yes	None	0	0	1	0	0	0	1	0	0	X25519	ecdsa_secp256r1_sha256	ECDHE-RSA-AES128-GCM-SHA256	TLS1_2	Yes	Pass	No	DV	X25519	rsa_pss_rsae_sha256	None	None	General Surfing	Database B	21HH0028US	Zscaler Client Connector	4.3.1.88	ZTUNNEL_2_0	None	None	829799403530	None	6.1.245.10021_01	10.10.102.30	No
2026-02-26T21:27:58Z	svc-backup-s3@corp.example	203.0.113.200	151.101.126.173	box.com	/v1/metrics/150494	POST	200	722	121	rclone/v1.68.1	Allowed	File Host	Internet Services	Box	File Share	None	None	10	None	None	None	None	US-CA	IT	None	None	None	None	None	0	Direct	t13d190900_d3e887e2da65_9700dbdd5289	None	None	Yes	No	No	Pass	Short (0-3 months)	Good	None	None	United States	United States	No	No	None	None	None	None	Low	Thu Feb 26 21:27:58 2026	GMT	58	27	21	26	02	2026	Feb	Thu	1772141278	Northwind Trading	corp.zscaler.net	12	46	0	0	No	None	None	1	Sanctioned	Upload	None	None	None	None	None	None	None	None	None	None	None	US Client Node DC	San Jose	United States	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Direct	None	None	None	187	535	0	121	843	1.1	1.1	None	Other	rclone (0.x)	text/html	None	None	None	203.0.113.200	203.0.113.200	60869	443	HTTP	http/1.1	PAC	None	None	None	None	None	SSL_Inspection_1	Inspected	Software Protection	TLS_AES_256_GCM_SHA384	TLS1_3	Yes	None	0	0	1	0	0	0	1	0	0	X25519	ecdsa_secp256r1_sha256	TLS_AES_256_GCM_SHA384	TLS1_3	No	Pass	No	DV	X25519	rsa_pss_rsae_sha256	None	None	General Surfing	Database B	None	None	None	None	None	None	400666293343	None	6.1.245.10021_01	10.10.102.30	No
2026-02-26T21:41:25Z	fwooster@corp.example	203.0.113.10	104.16.249.94	google.com	/articles/861384	GET	200	2539	30109	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0	Allowed	Web-based Productivity Apps	Business and Economy	Google Workspace	Office	None	None	0	None	None	None	None	US-CA	Sales	DESKTOP-FWOOSTER	DESKTOP-FWOOSTER:0000000000000000029628379954ACA7	Windows OS	Version 11.0.26100	fwooster	0	ZIA	t13d190900_26fe2a6a13d6_b2d11aad9eda	None	None	Yes	No	No	Pass	Medium (3-12 months)	Good	None	None	United States	United States	No	No	None	None	None	None	None	Thu Feb 26 21:41:25 2026	GMT	25	41	21	26	02	2026	Feb	Thu	1772142085	Northwind Trading	corp.zscaler.net	8	42	0	0	No	None	None	1	Sanctioned	View	None	None	None	None	None	None	None	None	None	None	None	US Client Node DC	San Jose	United States	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Direct	None	None	None	2281	258	29682	427	32648	1.1	1.1	None	Edge	Microsoft Edge (0.x)	text/html	None	None	None	203.0.113.10	203.0.113.10	53075	443	HTTP	http/1.1	Zscaler Client Connector	None	None	None	None	None	SSL_Inspection_1	Inspected	Software Protection	ECDHE-ECDSA-AES128-GCM-SHA256	TLS1_2	Yes	None	0	0	1	1	0	0	1	0	0	X25519MLKEM768	rsa_pss_rsae_sha256	ECDHE-RSA-AES256-GCM-SHA384	TLS1_2	Unknown	Pass	No	DV	secp256r1	ecdsa_secp256r1_sha256	None	None	General Surfing	Database A	5397NR6	Zscaler Client Connector	4.1.0.220	ZTUNNEL_2_0	None	None	582141441891	None	6.1.245.10021_01	10.10.102.30	No
2026-02-26T22:12:26Z	jnelan@corp.example	203.0.113.13	104.18.69.82	cpanel.net	/index.html649181	GET	200	296	9676	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	Allowed	News and Media	News and Media	General Browsing	General Browsing	None	None	0	None	None	None	None	US-CA	Engineering	DESKTOP-JNELAN	DESKTOP-JNELAN:000000000000000096CA82B96D65A9FB	Windows OS	Version 11.0.26100	jnelan	0	ZIA	t13d190900_4f2f7f80919a_a569c53c8137	None	None	Yes	No	No	Pass	Long (More than 12 months)	Good	None	None	United States	United Kingdom	No	No	None	None	None	None	None	Thu Feb 26 22:12:26 2026	GMT	26	12	22	26	02	2026	Feb	Thu	1772143946	Northwind Trading	corp.zscaler.net	18	16	0	0	No	None	None	None	N/A	None	None	None	None	None	None	None	None	None	None	None	None	US Client Node DC	San Jose	United States	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Direct	None	None	None	15	281	8819	857	9972	1.1	1.1	None	Chrome	Google Chrome (0.x)	text/html	None	None	None	203.0.113.13	203.0.113.13	37868	443	HTTP	h2	Zscaler Client Connector	None	None	None	None	None	SSL_Inspection_1	Inspected	Software Protection	ECDHE-ECDSA-AES128-GCM-SHA256	TLS1_2	Yes	None	0	0	1	0	0	0	1	0	0	X25519	rsa_pss_rsae_sha256	ECDHE-RSA-AES256-GCM-SHA384	TLS1_2	No	Pass	No	DV	secp256r1	ecdsa_secp256r1_sha256	None	None	General Surfing	Database A	5397NR6	Zscaler Client Connector	4.1.0.220	ZTUNNEL_2_0	None	None	397762554697	None	6.1.245.10021_01	10.10.102.30	No
2026-02-26T23:28:45Z	svc-backup-s3@corp.example	203.0.113.200	172.217.194.152	amazonaws.com	/v1/metrics/700880	GET	200	1561	7262	rclone/v1.68.1	Allowed	Professional Services	Business and Economy	AWS Console	IaaS	None	None	0	None	None	None	None	US-CA	IT	None	None	None	None	None	0	Direct	t13d190900_d3e887e2da65_9700dbdd5289	None	None	Yes	No	No	Pass	Long (More than 12 months)	Good	None	None	United States	Singapore	No	No	None	None	None	None	None	Thu Feb 26 23:28:45 2026	GMT	45	28	23	26	02	2026	Feb	Thu	1772148525	Northwind Trading	corp.zscaler.net	27	42	0	0	No	None	None	1	Sanctioned	View	None	None	None	None	None	None	None	None	None	None	None	US Client Node DC	San Jose	United States	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Direct	None	None	None	985	576	6926	336	8823	1.1	1.1	None	Other	rclone (0.x)	text/html	None	None	None	203.0.113.200	203.0.113.200	11985	443	HTTP	http/1.1	PAC	None	None	None	None	None	SSL_Inspection_1	Inspected	Software Protection	ECDHE-ECDSA-AES128-GCM-SHA256	TLS1_2	Unknown	None	0	0	1	0	0	0	1	0	0	X25519	ecdsa_secp256r1_sha256	ECDHE-RSA-AES128-GCM-SHA256	TLS1_2	No	Pass	No	OV	secp256r1	rsa_pss_rsae_sha256	None	None	General Surfing	Database B	None	None	None	None	None	None	553908503169	None	6.1.245.10021_01	10.10.102.30	No
